DEB [20241222-14:45:00.359] thr=1   paramiko.transport: starting thread (client mode): 0x9f915400
DEB [20241222-18:35:46.195] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-18:35:46.486] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-18:35:46.487] thr=1   paramiko.transport: userauth is OK
DEB [20241222-18:35:46.487] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-18:35:46.487] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-18:35:46.487] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-18:35:46.487] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-18:35:46.516] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-18:35:46.517] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-18:35:46.555] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-18:35:46.556] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-18:35:46.556] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-18:35:46.556] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-18:35:46.562] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-18:37:30.221] thr=1   paramiko.transport: starting thread (client mode): 0xd8dda190
DEB [20241222-18:37:30.222] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-18:37:30.267] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-18:37:30.267] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-18:37:30.315] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-18:37:30.315] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-18:37:30.315] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-18:37:30.315] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-18:37:30.315] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: kex follows: False
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: Compression: none
DEB [20241222-18:37:30.316] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-18:37:30.322] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-18:37:30.322] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-18:37:30.322] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-18:37:30.322] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-18:37:30.323] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-18:37:30.323] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-18:37:30.621] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-18:37:30.621] thr=1   paramiko.transport: userauth is OK
DEB [20241222-18:37:30.622] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-18:37:30.622] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-18:37:30.622] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-18:37:30.622] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-18:37:30.663] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-18:37:30.664] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-18:37:30.702] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-18:37:30.702] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-18:37:30.702] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-18:37:30.702] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-18:37:30.708] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-18:42:28.713] thr=1   paramiko.transport: starting thread (client mode): 0x91bbc050
DEB [20241222-18:42:28.715] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-18:42:28.766] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-18:42:28.766] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-18:42:28.811] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-18:42:28.811] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-18:42:28.811] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-18:42:28.811] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-18:42:28.811] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-18:42:28.811] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-18:42:28.811] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-18:42:28.811] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-18:42:28.811] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: kex follows: False
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: Compression: none
DEB [20241222-18:42:28.812] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-18:42:28.817] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-18:42:28.817] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-18:42:28.818] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-18:42:28.818] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-18:42:28.818] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-18:42:28.819] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-18:42:29.116] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-18:42:29.116] thr=1   paramiko.transport: userauth is OK
DEB [20241222-18:42:29.117] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-18:42:29.117] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-18:42:29.117] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-18:42:29.117] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-18:42:29.142] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-18:42:29.143] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-18:42:29.192] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-18:42:29.192] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-18:42:29.192] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-18:42:29.192] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-18:42:29.199] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-18:44:35.173] thr=1   paramiko.transport: starting thread (client mode): 0x30ba6210
DEB [20241222-18:44:35.173] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-18:44:35.228] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-18:44:35.229] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-18:44:35.278] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-18:44:35.278] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-18:44:35.278] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-18:44:35.278] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-18:44:35.278] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-18:44:35.278] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-18:44:35.278] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: kex follows: False
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: Compression: none
DEB [20241222-18:44:35.279] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-18:44:35.289] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-18:44:35.289] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-18:44:35.290] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-18:44:35.291] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-18:44:35.291] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-18:44:35.292] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-18:44:35.649] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-18:44:35.649] thr=1   paramiko.transport: userauth is OK
DEB [20241222-18:44:35.650] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-18:44:35.650] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-18:44:35.650] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-18:44:35.650] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-18:44:35.681] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-18:44:35.682] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-18:44:35.725] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-18:44:35.725] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-18:44:35.725] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-18:44:35.725] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-18:44:35.732] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-18:47:27.003] thr=1   paramiko.transport: starting thread (client mode): 0x2d346150
DEB [20241222-18:47:27.004] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-18:47:27.048] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-18:47:27.048] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-18:47:27.095] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-18:47:27.096] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-18:47:27.096] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
